TIMESTAMP,RECORD,T_Depth,Transducer_Temp,Sounder_Offset,Temp,SpCond,pH,pH_mV,Turb,DO_sat,DO_conc,Sled_Depth,Sled_PTemp,Sled_Batt_Volt,Sled_Moisture_Sensor,Sled_Fdom,Sled_Fdom_Gain,C7_Sled_Turb,Sled_Turb_Gain,Sled_chl_A,Sled_chl_A_Gain,Sled_YSI_Temp,Sled_YSI_SpCond,Sled_YSI_pH,Sled_YSI_pH_mV,Sled_YSI_Turb,Sled_YSI_DO_sat,Sled_YSI_DO_conc,Distance_to_Bottom,Line_Out,Stop_Dis_to_Bottom,Distance_Behind_Boat,Date_Time,Lat,Long,Depth,UTM_X,UTM_Y,UTM_X_fixed,UTM_Y_fixed,Distance_fixed,DMG_fixed,Distance,DMG
09/15/2015 16:23:59,92089,36.576,30.3,0,15.36,0.102,7.55,-82.9,0.3,103.3,10.34,0.26475245,19.89022,13.31807,2135.168,108.3284,10,-0.01365197,100,0.8447157,100,16.2,0.087,7.66,-98.8,3.1,101,9.92,119.1794,8.297687,111.7503,20.2521,09/15/2015 16:23:59,46.75499,-90.53901,35.95893,13904.85757,5180025.85535,13904.85757,5180025.85535,0,0,0,0
09/15/2015 16:24:00,92090,36.576,30.3,0,15.36,0.102,7.55,-83,0.3,103.4,10.34,0.174945142,19.89022,13.32919,2135.168,116.5537,10,-0.003412993,100,0.01023898,100,16.19,0.087,7.66,-98.7,2.8,101.1,9.93,119.474,8.37244,111.6756,20.35274,09/15/2015 16:24:00,46.75500,-90.53901,35.95777,13904.18947,5180026.33071,13904.18947,5180026.33071,0.819953789,0.819953789,1.159589768,1.159589768
09/15/2015 16:24:01,92091,36.576,30.3,0,15.36,0.102,7.55,-83,0.3,103.4,10.34,0.317141047,19.89022,13.26249,2135.168,114.0964,10,0.09897678,100,6.585369,100,16.19,0.087,7.65,-98.6,2.8,101.1,9.94,119.0075,8.272769,111.7752,20.20708,09/15/2015 16:24:01,46.75500,-90.53902,35.78479,13903.48048,5180026.64589,13903.48048,5180026.64589,0.775886868,1.595840656,0.777137263,1.936727031
09/15/2015 16:24:02,92092,36.576,30.3,0,15.37,0.102,7.55,-83,0.3,103.4,10.34,0.2497836,19.89022,13.29028,2135.168,117.5605,10,0.1279872,100,6.674107,100,16.19,0.087,7.65,-98.5,2.6,101.2,9.94,119.2285,8.37244,111.6756,20.33224,09/15/2015 16:24:02,46.75500,-90.53903,35.95679,13902.75481,5180027.24007,13902.75481,5180027.24007,0.937899995,2.533740651,0.951790236,2.888517267
09/15/2015 16:24:03,92093,36.576,30.3,0,15.37,0.102,7.55,-83,0.3,103.4,10.34,0.279722458,19.89022,13.30695,2134.827,114.4376,10,0.07849883,100,5.099011,100,16.19,0.087,7.64,-98.1,2.5,101.2,9.95,119.1303,8.272769,111.7752,20.22171,09/15/2015 16:24:02,46.75500,-90.53903,35.95679,13902.75481,5180027.24007,13902.75481,5180027.24007,0,2.533740651,0.937899995,3.826417262
09/15/2015 16:24:04,92094,36.576,30.3,0,15.38,0.102,7.55,-83,0.3,103.4,10.34,0.234817067,19.89022,13.34586,2135.168,110.4444,10,0,100,1.064854,100,16.19,0.087,7.64,-97.9,2.4,101.3,9.95,119.2776,8.272769,111.7752,20.23682,09/15/2015 16:24:04,46.75501,-90.53905,35.95777,13901.31452,5180027.93708,13901.31452,5180027.93708,1.600075198,4.133815849,2.262848046,6.089265307
09/15/2015 16:24:05,92095,36.576,30.3,0,15.38,0.102,7.55,-83,0.3,103.4,10.34,0.249746384,19.89022,13.31798,2135.165,110.7515,10,0.01365195,100,1.687723,100,16.19,0.087,7.64,-97.7,1.7,101.3,9.96,119.2286,8.347523,111.7005,20.30721,09/15/2015 16:24:05,46.75501,-90.53906,35.78479,13900.61562,5180028.18781,13900.61562,5180028.18781,0.742518321,4.87633417,1.134344416,7.223609723
09/15/2015 16:24:06,92096,36.576,30.3,0,15.38,0.102,7.55,-83,0.3,103.4,10.34,0.294652934,19.89022,13.34021,2135.165,109.574,10,0.06996626,100,4.624599,100,16.19,0.087,7.64,-97.6,1.4,101.5,9.97,119.0813,8.272769,111.7752,20.21609,09/15/2015 16:24:06,46.75502,-90.53907,36.04249,13899.84430,5180028.69406,13899.84430,5180028.69406,0.92261328,5.79894745,0.940026308,8.163636031
09/15/2015 16:24:07,92097,36.576,30.3,0,15.38,0.102,7.55,-83,0.3,103.4,10.34,0.264715234,19.89022,13.37356,2134.824,113.1406,10,-0.02730391,100,-0.8583665,100,16.19,0.087,7.63,-97.5,1.2,101.5,9.98,119.1795,8.297687,111.7503,20.25211,09/15/2015 16:24:07,46.75502,-90.53908,35.95531,13899.17747,5180028.95154,13899.17747,5180028.95154,0.714814241,6.513761691,0.744405696,8.908041727
09/15/2015 16:24:08,92098,36.576,30.3,0,15.38,0.102,7.55,-82.9,0.3,103.4,10.34,0.204843309,19.89022,13.368,2135.165,110.4443,10,-0.02047793,100,-0.7935197,100,16.19,0.087,7.63,-97.4,1.1,101.6,9.98,119.3759,8.297687,111.7503,20.27043,09/15/2015 16:24:08,46.75502,-90.53909,35.96008,13898.40514,5180029.23656,13898.40514,5180029.23656,0.823244451,7.337006142,0.830354464,9.738396191
